,Reg3b,Reg3g,Apoa1,Guca2b,Zg16,Rpl37,Rpl37a,Oat,Rps28,Rps21
448,1.9448082,1.8020579,1.1396856,0.7083985,0.76861584,3.4901505,3.7097185,2.7582362,2.283522,2.227476
449,1.9464564,1.8032061,1.1402519,0.70885897,0.7689601,3.4900055,3.709565,2.7580802,2.283344,2.2273083
450,1.9481049,1.8043545,1.1408179,0.70932,0.7693045,3.489861,3.7094114,2.757924,2.283166,2.22714
451,1.9497731,1.8055184,1.1413866,0.70978284,0.76964605,3.4897122,3.709255,2.757766,2.2829823,2.22697
452,1.9514441,1.8066845,1.1419556,0.7102464,0.7699871,3.4895625,3.7090974,2.757608,2.2827983,2.2268002
453,1.9531147,1.8078511,1.1425246,0.7107096,0.77032816,3.4894133,3.70894,2.7574506,2.2826145,2.2266304
454,1.9547851,1.8090177,1.1430937,0.71117306,0.7706693,3.4892635,3.7087822,2.7572923,2.2824304,2.2264605
455,1.9564562,1.8101835,1.1436629,0.7116366,0.77101046,3.4891143,3.7086253,2.757134,2.2822459,2.2262905
456,1.9581273,1.8113501,1.144232,0.7121001,0.7713515,3.488965,3.7084672,2.7569766,2.2820616,2.2261207
457,1.9597976,1.8125165,1.1448009,0.7125634,0.77169263,3.4888158,3.708309,2.7568183,2.2818773,2.225951
458,1.9614694,1.8136828,1.1453698,0.7130267,0.77203375,3.488666,3.7081516,2.756661,2.2816937,2.2257805
459,1.9631364,1.8148466,1.1459363,0.7134874,0.7723739,3.4885159,3.7079942,2.7565014,2.2815094,2.2256114
460,1.9648025,1.8160087,1.1465003,0.7139458,0.77271324,3.4883652,3.7078345,2.7563422,2.2813253,2.2254417
461,1.9664683,1.8171705,1.147064,0.7144043,0.77305245,3.488214,3.7076757,2.7561824,2.2811413,2.2252722
462,1.9681332,1.8183326,1.1476276,0.71486235,0.7733917,3.4880638,3.7075164,2.7560232,2.2809567,2.2251027
463,1.9697993,1.8194945,1.1481917,0.71532077,0.773731,3.4879131,3.7073574,2.7558632,2.2807732,2.2249331
464,1.9714646,1.8206562,1.1487553,0.7157792,0.77407026,3.487762,3.7071989,2.7557037,2.2805882,2.2247636
465,1.97313,1.8218181,1.1493189,0.71623755,0.77440953,3.4876113,3.70704,2.7555444,2.2804046,2.2245944
466,1.9747956,1.8229804,1.1498828,0.7166959,0.7747488,3.4874601,3.7068808,2.7553852,2.2802203,2.2244248
467,1.9764614,1.8241423,1.1504468,0.71715415,0.77508825,3.48731,3.706722,2.7552254,2.2800362,2.224255
468,1.9781289,1.8253074,1.1510122,0.71761286,0.77542675,3.4871593,3.7065635,2.7550669,2.2798533,2.2240865
469,1.9797981,1.8264757,1.1515789,0.7180717,0.77576447,3.487009,3.706406,2.754909,2.279672,2.223918
470,1.9814684,1.8276439,1.1521461,0.71853065,0.7761021,3.4868598,3.706248,2.7547517,2.2794912,2.2237496
471,1.9831371,1.8288125,1.1527128,0.7189896,0.77644,3.4867096,3.7060905,2.7545943,2.279309,2.2235808
472,1.984807,1.8299804,1.1532795,0.71944857,0.7767778,3.4865599,3.705932,2.7544367,2.2791276,2.2234123
473,1.986476,1.831149,1.1538465,0.7199074,0.7771156,3.4864101,3.7057745,2.7542791,2.2789464,2.2232442
474,1.9881461,1.8323176,1.1544135,0.7203666,0.77745336,3.48626,3.7056162,2.7541208,2.2787647,2.2230756
475,1.9898229,1.8334928,1.1549835,0.72083056,0.7777926,3.4861078,3.7054589,2.753963,2.2785854,2.2229044
476,1.9914994,1.8346684,1.1555543,0.7212949,0.7781319,3.4859557,3.7053,2.7538047,2.2784054,2.2227323
477,1.9931753,1.8358439,1.1561247,0.7217589,0.7784711,3.485804,3.7051415,2.7536464,2.2782254,2.2225611
478,1.9948528,1.8370196,1.1566952,0.72222304,0.7788104,3.4856524,3.704983,2.7534878,2.2780457,2.2223897
479,1.9965289,1.8381948,1.1572659,0.722687,0.779149,3.4854999,3.7048252,2.7533295,2.277866,2.2222183
480,1.9982069,1.8393703,1.1578369,0.72315127,0.77948624,3.4853477,3.7046673,2.7531705,2.2776859,2.2220464
481,1.9998839,1.8405459,1.1584079,0.72361517,0.77982384,3.485196,3.7045085,2.7530117,2.2775068,2.2218745
482,2.001561,1.8417219,1.1589789,0.7240793,0.7801609,3.4850445,3.7043512,2.752853,2.2773266,2.221703
483,2.003238,1.8428975,1.15955,0.7245434,0.78049827,3.4848924,3.7041929,2.7526941,2.277147,2.2215314
484,2.0049157,1.844073,1.160121,0.7250073,0.78083545,3.4847412,3.704036,2.7525353,2.2769675,2.221359
485,2.0065925,1.8452485,1.160692,0.72547156,0.7811728,3.484589,3.7038772,2.7523768,2.2767882,2.2211876
486,2.00827,1.8464239,1.1612628,0.7259356,0.7815102,3.484437,3.7037194,2.7522182,2.276608,2.2210162
487,2.009947,1.8476,1.1618338,0.72639954,0.7818475,3.4842849,3.7035625,2.7520595,2.276429,2.220844
488,2.0116248,1.8487755,1.1624053,0.72686356,0.7821847,3.4841328,3.7034037,2.7519007,2.2762492,2.2206726
489,2.0133014,1.8499508,1.1629759,0.72732764,0.78252196,3.4839811,3.7032468,2.751742,2.2760696,2.2205005
490,2.0149786,1.8511267,1.1635468,0.7277917,0.7828593,3.483829,3.703089,2.751583,2.2758896,2.220329
491,2.0166564,1.8523023,1.1641178,0.72825575,0.7831966,3.4836783,3.7029302,2.7514243,2.2757103,2.2201574
492,2.0183337,1.853478,1.1646888,0.7287198,0.78353393,3.4835258,3.7027726,2.7512653,2.2755306,2.2199852
493,2.020011,1.8546535,1.1652598,0.7291839,0.78387135,3.4833736,3.702615,2.7511067,2.2753508,2.2198133
494,2.0216877,1.8558291,1.1658309,0.729648,0.78420854,3.4832215,3.7024572,2.7509482,2.2751713,2.2196417
495,2.023399,1.857023,1.1664097,0.73011446,0.78455025,3.4830642,3.7022893,2.7507834,2.274983,2.2194686
496,2.0251105,1.8582175,1.1669893,0.73058116,0.7848921,3.4829063,3.7021222,2.7506185,2.2747948,2.2192953
497,2.0268219,1.8594116,1.1675683,0.7310477,0.7852339,3.4827485,3.7019546,2.7504542,2.2746065,2.219122
498,2.0285335,1.8606058,1.1681478,0.73151433,0.7855758,3.4825907,3.7017872,2.7502894,2.2744179,2.2189493
499,2.0302455,1.8618001,1.1687272,0.7319809,0.7859176,3.4824328,3.7016203,2.750125,2.2742293,2.2187755
500,2.031957,1.8629944,1.1693065,0.7324475,0.78625935,3.482275,3.701452,2.74996,2.274041,2.2186027
501,2.033673,1.8641912,1.1698837,0.73291403,0.78659844,3.4821153,3.7012832,2.7497928,2.2738519,2.218428
502,2.0354066,1.8653908,1.1704617,0.73338354,0.78693897,3.4819503,3.7011082,2.7496173,2.2736554,2.2182481
503,2.0371506,1.8665885,1.1710403,0.73385954,0.78726894,3.4817839,3.7009304,2.7494388,2.2734551,2.2180626
504,2.038895,1.867785,1.1716175,0.7343362,0.78759456,3.481618,3.700753,2.749261,2.273256,2.2178764
505,2.0406387,1.8689817,1.172195,0.7348131,0.78792006,3.481452,3.7005754,2.7490835,2.2730563,2.21769
506,2.0423791,1.8701711,1.1727734,0.735292,0.7882481,3.4812865,3.7003982,2.7489052,2.2728577,2.2175038
507,2.044116,1.8713536,1.1733522,0.73577315,0.78857887,3.481121,3.700221,2.7487254,2.272659,2.2173178
508,2.045853,1.8725358,1.1739311,0.7362542,0.78890944,3.4809556,3.7000449,2.748546,2.2724602,2.2171311
509,2.0475888,1.8737181,1.17451,0.7367351,0.78924,3.4807901,3.6998677,2.748367,2.2722619,2.2169452
510,2.0493255,1.8749005,1.1750889,0.73721623,0.7895706,3.4806247,3.69969,2.7481873,2.272063,2.216759
511,2.0510616,1.8760827,1.1756678,0.73769724,0.7899013,3.4804592,3.6995134,2.7480083,2.271865,2.2165728
512,2.0527987,1.8772645,1.1762466,0.73817843,0.7902317,3.4802933,3.6993368,2.7478287,2.271666,2.2163863
513,2.054535,1.8784472,1.1768258,0.7386595,0.7905625,3.4801273,3.6991599,2.7476494,2.2714672,2.2162
514,2.0562716,1.8796291,1.1774044,0.7391403,0.7908928,3.4799614,3.6989825,2.74747,2.271269,2.2160141
515,2.0580077,1.8808117,1.1779833,0.7396215,0.7912234,3.479796,3.6988063,2.7472906,2.2710702,2.2158277
516,2.0597444,1.8819938,1.1785622,0.7401026,0.79155403,3.47963,3.6986277,2.7471106,2.2708724,2.2156417
517,2.0614808,1.8831758,1.179141,0.74058354,0.79188454,3.4794645,3.6984513,2.746932,2.2706733,2.2154555
518,2.0632172,1.8843583,1.1797199,0.7410647,0.7922152,3.4792995,3.6982744,2.746752,2.270475,2.215269
519,2.0649538,1.8855401,1.1802988,0.7415456,0.79254574,3.4791336,3.6980975,2.746573,2.2702765,2.2150834
520,2.066691,1.8867228,1.1808779,0.74202675,0.7928764,3.4789677,3.69792,2.7463937,2.270078,2.2148972
521,2.068427,1.887905,1.1814566,0.7425077,0.79320693,3.4788022,3.6977437,2.7462137,2.2698793,2.2147107
522,2.0701637,1.8890874,1.1820357,0.74298894,0.79353756,3.4786367,3.697566,2.7460349,2.2696807,2.2145245
523,2.0719004,1.8902696,1.1826144,0.74346995,0.7938681,3.4784708,3.6973884,2.7458556,2.2694826,2.2143383
524,2.0736368,1.8914517,1.1831934,0.7439511,0.7941985,3.4783049,3.697212,2.7456763,2.269284,2.2141523
525,2.0753708,1.8926351,1.1837718,0.7444328,0.79452544,3.4781404,3.697038,2.7454991,2.269086,2.2139676
526,2.0771053,1.8938181,1.1843505,0.74491477,0.7948527,3.4779754,3.696862,2.745323,2.2688873,2.2137833
527,2.0788398,1.8950012,1.1849289,0.7453966,0.79517955,3.4778094,3.6966875,2.745146,2.2686892,2.2135983
528,2.0805748,1.8961849,1.185508,0.7458786,0.79550666,3.477645,3.6965115,2.744969,2.2684913,2.2134137
529,2.082309,1.8973676,1.1860864,0.7463604,0.7958336,3.4774795,3.696337,2.7447925,2.2682927,2.213229
530,2.084046,1.8985528,1.186666,0.7468429,0.79616153,3.477315,3.696163,2.7446156,2.2680948,2.2130444
531,2.085788,1.8997416,1.187248,0.7473266,0.79649085,3.4771504,3.6959882,2.7444382,2.2678964,2.2128599
532,2.0875304,1.9009298,1.18783,0.74781024,0.79682004,3.476987,3.6958134,2.7442605,2.2676988,2.2126765
533,2.089272,1.9021188,1.1884117,0.7482939,0.79714936,3.4768224,3.6956398,2.7440834,2.267501,2.2124925
534,2.0910141,1.9033066,1.1889937,0.74877745,0.7974787,3.4766579,3.6954644,2.7439063,2.267303,2.2123084
535,2.0927563,1.9044952,1.1895754,0.749261,0.7978079,3.4764938,3.6952899,2.743729,2.267105,2.212124
536,2.094498,1.9056836,1.1901574,0.7497448,0.79813725,3.4763303,3.6951156,2.743552,2.2669067,2.21194
537,2.09624,1.9068718,1.1907392,0.7502283,0.7984665,3.4761653,3.6949413,2.7433743,2.266709,2.211756
538,2.0979815,1.9080602,1.1913211,0.7507118,0.7987958,3.4760022,3.6947665,2.7431972,2.2665112,2.211572
539,2.0997243,1.9092485,1.1919029,0.75119555,0.799125,3.4758377,3.6945918,2.7430193,2.2663124,2.2113876
540,2.1014657,1.9104371,1.1924849,0.751679,0.7994544,3.4756732,3.6944177,2.7428422,2.2661152,2.2112038
541,2.1032076,1.9116256,1.1930666,0.7521627,0.79978347,3.4755092,3.6942432,2.7426653,2.2659168,2.2110198
542,2.1049492,1.9128137,1.1936485,0.75264615,0.80011284,3.4753447,3.694069,2.742488,2.265719,2.2108357
543,2.106692,1.9140023,1.1942303,0.75312984,0.8004421,3.4751801,3.6938941,2.7423105,2.2655213,2.2106514
544,2.1084337,1.9151909,1.194812,0.75361335,0.8007715,3.4750166,3.6937194,2.742133,2.2653234,2.2104676
545,2.1101751,1.916379,1.195394,0.754097,0.8011006,3.474853,3.6935456,2.741956,2.265125,2.2102838
546,2.1119177,1.9175676,1.1959758,0.7545806,0.80143,3.4746885,3.693371,2.7417784,2.2649274,2.2100997
547,2.1136594,1.918756,1.1965575,0.75506413,0.80175924,3.474524,3.6931965,2.741601,2.264729,2.2099156
548,2.1154015,1.9199444,1.1971397,0.7555479,0.8020887,3.4743595,3.6930218,2.7414238,2.2645307,2.2097316
549,2.1171434,1.9211327,1.1977215,0.75603133,0.8024178,3.4741955,3.6928477,2.7412462,2.2643328,2.2095473
550,2.1188843,1.9223213,1.198303,0.7565149,0.8027471,3.474032,3.692673,2.741069,2.2641354,2.2093632
551,2.1206272,1.9235095,1.1988851,0.7569985,0.80307627,3.4738674,3.692498,2.7408915,2.263937,2.2091792
552,2.1223688,1.9246976,1.199467,0.75748223,0.80340576,3.4737024,3.692324,2.7407136,2.2637393,2.2089953
553,2.1241112,1.9258863,1.2000489,0.7579658,0.8037349,3.4735394,3.6921496,2.740537,2.2635412,2.2088115
554,2.1258533,1.9270747,1.2006307,0.7584493,0.8040641,3.4733753,3.6919749,2.7403593,2.2633429,2.2086275
555,2.1275947,1.928263,1.2012124,0.75893295,0.8043935,3.4732108,3.6918008,2.740182,2.2631454,2.2084434
556,2.1293368,1.9294516,1.2017944,0.75941753,0.80472285,3.4730458,3.6916273,2.740005,2.2629466,2.2082589
557,2.1310794,1.9306405,1.2023764,0.7599021,0.80505246,3.4728818,3.691453,2.7398276,2.2627473,2.2080748
558,2.132823,1.9318321,1.2029567,0.7603851,0.8053832,3.4727168,3.6912782,2.7396493,2.2625484,2.2078903
559,2.134567,1.9330251,1.203536,0.76086783,0.80571413,3.4725523,3.6911032,2.7394698,2.2623498,2.207705
560,2.1363106,1.9342177,1.2041153,0.7613504,0.8060451,3.4723864,3.6909273,2.7392912,2.262151,2.2075195
561,2.1380544,1.9354099,1.2046947,0.76183295,0.80637634,3.4722219,3.6907525,2.739112,2.2619522,2.2073343
562,2.1397982,1.9366024,1.2052742,0.7623156,0.80670744,3.4720569,3.6905766,2.7389336,2.2617528,2.2071486
563,2.1415412,1.9377956,1.2058537,0.7627982,0.80703825,3.4718919,3.6904018,2.7387543,2.2615542,2.2069635
564,2.1432853,1.938988,1.2064328,0.7632808,0.80736953,3.4717264,3.6902263,2.7385757,2.2613554,2.2067785
565,2.1450288,1.9401808,1.2070124,0.7637633,0.80770046,3.4715614,3.690051,2.738397,2.261157,2.206593
566,2.1467726,1.9413736,1.2075918,0.764246,0.8080316,3.4713964,3.6898754,2.738218,2.2609577,2.2064073
567,2.1485167,1.9425657,1.2081711,0.76472855,0.8083627,3.4712315,3.6897,2.738039,2.2607589,2.206222
568,2.1502595,1.9437586,1.2087514,0.7652122,0.80869365,3.4710665,3.6895258,2.7378602,2.2605603,2.2060373
569,2.1520026,1.944953,1.2093322,0.76569605,0.8090242,3.470903,3.6893523,2.7376814,2.2603621,2.205854
570,2.1537452,1.946147,1.209913,0.7661792,0.80935425,3.4707384,3.689178,2.7375019,2.2601638,2.2056696
571,2.1554878,1.9473406,1.2104938,0.7666622,0.8096843,3.4705734,3.6890037,2.7373226,2.2599652,2.2054853
572,2.1572306,1.9485346,1.2110744,0.7671455,0.8100145,3.4704094,3.6888306,2.7371426,2.2597663,2.205301
573,2.1589727,1.9497284,1.2116551,0.76762867,0.8103445,3.470245,3.6886559,2.7369635,2.2595677,2.2051175
574,2.1607158,1.9509225,1.2122362,0.7681118,0.81067467,3.4700809,3.688482,2.736784,2.2593691,2.2049332
575,2.1624584,1.9521161,1.212817,0.768595,0.8110049,3.4699159,3.6883085,2.7366042,2.2591703,2.2047489
576,2.1642015,1.9533099,1.2133975,0.7690781,0.81133485,3.4697518,3.688134,2.7364244,2.2589717,2.2045653
577,2.1659448,1.9545039,1.213978,0.7695613,0.811665,3.4695883,3.68796,2.7362447,2.2587729,2.204381
578,2.167687,1.9556979,1.2145591,0.77004445,0.811995,3.4694233,3.6877863,2.7360654,2.2585747,2.2041967
579,2.1694298,1.9568918,1.2151399,0.7705275,0.8123253,3.4692597,3.6876128,2.735886,2.2583756,2.2040124
580,2.1711724,1.9580855,1.2157207,0.7710109,0.8126553,3.4690957,3.6874382,2.7357066,2.2581773,2.203828
581,2.172915,1.9592793,1.2163012,0.7714939,0.8129854,3.4689307,3.6872644,2.7355268,2.257979,2.2036445
582,2.1746578,1.9604732,1.216882,0.77197695,0.8133155,3.4687662,3.68709,2.7353473,2.25778,2.2034605
583,2.1764007,1.9616668,1.2174628,0.7724601,0.8136455,3.4686022,3.686916,2.735168,2.2575817,2.2032762
584,2.1781435,1.962861,1.2180438,0.7729434,0.8139757,3.4684381,3.686742,2.7349887,2.2573826,2.203092
585,2.1798859,1.964055,1.2186244,0.7734266,0.814306,3.4682736,3.686569,2.734809,2.257184,2.2029076
586,2.181629,1.9652487,1.2192051,0.77390975,0.8146359,3.4681091,3.6863945,2.7346292,2.2569854,2.2027235
587,2.1833718,1.9664423,1.2197859,0.77439284,0.81496614,3.4679446,3.6862204,2.7344496,2.2567868,2.2025397
588,2.1851144,1.9676363,1.220367,0.77487606,0.81529623,3.4677806,3.6860464,2.7342699,2.256588,2.2023556
589,2.1868565,1.9688299,1.2209473,0.77535915,0.81562626,3.4676166,3.6858733,2.73409,2.2563894,2.2021716
590,2.1885998,1.9700241,1.2215283,0.77584237,0.81595635,3.4674516,3.6856985,2.7339106,2.256191,2.201987
591,2.1903422,1.971218,1.2221086,0.7763255,0.81628656,3.4672875,3.685525,2.7337315,2.2559924,2.201803
592,2.1920853,1.9724118,1.2226899,0.7768086,0.81661665,3.4671235,3.6853504,2.7335517,2.2557938,2.201619
593,2.1938279,1.9736059,1.2232705,0.777292,0.81694716,3.4669585,3.685177,2.7333724,2.2555957,2.2014349
594,2.1955695,1.9747996,1.2238512,0.77777636,0.8172798,3.4667954,3.6850035,2.7331932,2.2553978,2.2012506
595,2.1973104,1.9759936,1.2244325,0.7782607,0.81761247,3.4666314,3.6848304,2.7330136,2.2552001,2.2010658
596,2.1990519,1.9771878,1.225013,0.7787449,0.81794506,3.4664679,3.684657,2.7328343,2.2550025,2.2008817
597,2.2007928,1.9783819,1.225594,0.7792293,0.8182778,3.4663043,3.6844838,2.732655,2.2548048,2.2006977
598,2.2025359,1.9795785,1.2261791,0.7797141,0.8186124,3.4661384,3.6843107,2.7324772,2.2546062,2.2005153
599,2.2042797,1.9807758,1.2267654,0.78019905,0.8189472,3.4659724,3.6841385,2.7322993,2.2544076,2.2003329
600,2.2060235,1.9819732,1.2273513,0.78068393,0.8192817,3.465806,3.6839662,2.7321215,2.2542083,2.2001507
601,2.2077668,1.9831704,1.2279372,0.7811686,0.8196166,3.46564,3.6837938,2.7319436,2.2540097,2.199968
602,2.20951,1.9843673,1.228523,0.7816535,0.8199513,3.4654741,3.6836212,2.7317662,2.253811,2.1997864
603,2.2112534,1.9855647,1.2291093,0.78213847,0.82028604,3.4653077,3.6834486,2.7315893,2.253612,2.199604
604,2.2129972,1.9867618,1.2296953,0.78262335,0.8206208,3.4651423,3.6832764,2.731411,2.2534127,2.1994221
605,2.2147408,1.9879591,1.2302814,0.7831083,0.8209555,3.4649763,3.683104,2.7312336,2.253214,2.1992393
606,2.2164836,1.9891559,1.2308669,0.783593,0.8212903,3.46481,3.6829307,2.7310557,2.2530153,2.1990573
607,2.218227,1.9903524,1.2314513,0.7840767,0.8216274,3.4646444,3.682759,2.7308788,2.2528148,2.1988757
608,2.2199697,1.9915483,1.2320361,0.7845601,0.82196444,3.4644785,3.682587,2.730702,2.2526147,2.1986945
609,2.2217133,1.9927441,1.2326207,0.7850437,0.82230145,3.464314,3.6824152,2.730525,2.2524147,2.1985123
610,2.2234564,1.9939404,1.2332053,0.7855273,0.8226385,3.464148,3.682243,2.730348,2.252214,2.1983309
611,2.2251992,1.9951363,1.2337892,0.7860105,0.8229756,3.4639835,3.6820707,2.730171,2.2520137,2.1981487
612,2.2269423,1.9963326,1.2343738,0.7864942,0.82331264,3.4638176,3.6818998,2.7299948,2.2518134,2.1979673
613,2.2287087,1.9975462,1.2349608,0.7869823,0.82366556,3.463645,3.6817217,2.7298117,2.2516036,2.197785
614,2.2304878,1.9987711,1.2355493,0.78747344,0.8240275,3.4634676,3.6815405,2.7296255,2.251389,2.1976016
615,2.232268,1.9999955,1.2361376,0.78796315,0.8243896,3.4632893,3.681359,2.7294393,2.251174,2.197418
616,2.2340493,2.0012205,1.2367263,0.78845006,0.8247517,3.463111,3.6811748,2.729251,2.2509584,2.1972332
617,2.2358332,2.0024471,1.2373164,0.78893954,0.8251147,3.4629326,3.680992,2.7290635,2.250744,2.197049
618,2.2376187,2.0036745,1.2379081,0.7894306,0.82547826,3.4627542,3.6808088,2.7288766,2.2505305,2.1968653
619,2.2394044,2.0049021,1.2384994,0.7899217,0.8258419,3.4625764,3.6806252,2.7286901,2.250317,2.1966813
620,2.24119,2.0061295,1.2390912,0.79041284,0.8262053,3.462398,3.680442,2.7285037,2.2501035,2.1964974
621,2.2429752,2.0073566,1.2396826,0.790904,0.8265689,3.4622202,3.680258,2.728317,2.2498899,2.1963139
622,2.2447605,2.0085838,1.2402738,0.79139495,0.82693255,3.4620428,3.680075,2.7281308,2.2496765,2.1961298
623,2.2465463,2.0098119,1.2408655,0.7918861,0.8272959,3.4618645,3.6798923,2.727944,2.249463,2.1959465
624,2.2483318,2.0110397,1.2414567,0.792377,0.8276596,3.4616866,3.6797092,2.727757,2.2492497,2.1957624
625,2.2501178,2.0122695,1.2420473,0.7928666,0.828023,3.4615064,3.6795256,2.7275686,2.2490344,2.1955776
626,2.2519023,2.0135036,1.2426379,0.79335225,0.8283876,3.4613237,3.679341,2.7273796,2.2488174,2.1953912
627,2.2536871,2.0147388,1.243228,0.7938377,0.8287526,3.4611406,3.679156,2.72719,2.248601,2.1952045
628,2.255473,2.0159729,1.2438185,0.7943233,0.82911736,3.460958,3.6789725,2.7270002,2.2483842,2.1950183
629,2.2572575,2.0172076,1.2444088,0.794809,0.8294825,3.460775,3.678788,2.726811,2.2481675,2.1948318
630,2.2590427,2.0184424,1.2449993,0.7952945,0.82984746,3.4605918,3.6786034,2.7266214,2.2479508,2.1946452
631,2.2608275,2.0196772,1.2455897,0.79578024,0.83021235,3.4604087,3.6784194,2.7264314,2.2477345,2.1944587
632,2.2626126,2.0209117,1.24618,0.7962657,0.8305773,3.460226,3.6782353,2.726242,2.2475176,2.1942723
633,2.264398,2.0221467,1.2467704,0.7967514,0.8309421,3.4600434,3.6780512,2.7260523,2.2473006,2.1940856
634,2.2661827,2.0233812,1.2473607,0.7972369,0.831307,3.4598608,3.6778665,2.725863,2.2470844,2.1938994
635,2.2679682,2.024616,1.2479513,0.7977227,0.8316721,3.4596777,3.6776822,2.7256737,2.246868,2.1937125
636,2.2697532,2.0258508,1.2485418,0.7982082,0.832037,3.459495,3.6774983,2.725484,2.2466507,2.1935263
637,2.271541,2.02709,1.249136,0.79869604,0.8324018,3.4593124,3.677316,2.7252953,2.2464352,2.1933403
638,2.273333,2.0283346,1.2497334,0.7991861,0.83276635,3.4591308,3.6771343,2.7251072,2.2462199,2.1931553
639,2.2751243,2.0295787,1.2503314,0.7996763,0.8331312,3.458949,3.6769521,2.7249188,2.2460048,2.1929698
640,2.2769158,2.0308232,1.2509286,0.80016625,0.8334958,3.458767,3.6767704,2.7247314,2.2457895,2.1927845
641,2.2787075,2.0320678,1.2515264,0.8006563,0.83386034,3.4585857,3.6765897,2.724543,2.2455742,2.1925993
642,2.280499,2.0333118,1.2521241,0.8011463,0.83422506,3.458404,3.6764073,2.7243552,2.2453592,2.1924138
643,2.2822747,2.034544,1.2527144,0.8016316,0.8345842,3.458219,3.6762207,2.7241676,2.2451391,2.1922262
644,2.2840376,2.0357652,1.2532983,0.80211276,0.83493817,3.4580297,3.6760294,2.72398,2.2449152,2.1920364
645,2.2857995,2.0369868,1.2538824,0.80259395,0.8352923,3.4578414,3.6758382,2.7237935,2.244691,2.1918466
646,2.2875626,2.0382082,1.2544665,0.8030751,0.8356463,3.457653,3.675647,2.7236063,2.2444663,2.191657
647,2.2893252,2.0394294,1.25505,0.80355597,0.8360003,3.4574647,3.6754563,2.7234192,2.2442424,2.1914675
648,2.2910876,2.0406508,1.2556343,0.8040373,0.8363544,3.4572754,3.675265,2.7232325,2.2440186,2.1912777
649,2.2928505,2.041872,1.2562184,0.80451846,0.8367086,3.4570875,3.6750739,2.7230453,2.2437944,2.191088
650,2.294613,2.0430934,1.2568026,0.80499953,0.8370626,3.4568987,3.6748827,2.7228584,2.2435699,2.1908982
651,2.2963758,2.0443149,1.2573864,0.80548066,0.83741665,3.4567103,3.6746924,2.722671,2.243346,2.1907084
652,2.2981377,2.0455363,1.2579706,0.8059618,0.8377708,3.4565215,3.6745007,2.7224844,2.2431216,2.1905184
653,2.299879,2.04674,1.2585435,0.8064381,0.83811575,3.4563317,3.674307,2.7222922,2.2428987,2.1903286
654,2.3016157,2.0479403,1.259114,0.8069133,0.8384589,3.4561424,3.6741147,2.7220984,2.242676,2.1901386
655,2.3033524,2.04914,1.2596834,0.8073876,0.8388023,3.4559507,3.6739206,2.7219045,2.2424526,2.1899486
656,2.3050835,2.0503397,1.2602463,0.80785495,0.83914655,3.4557571,3.6737247,2.7217114,2.2422276,2.1897552
657,2.306815,2.051539,1.260809,0.80832225,0.83949053,3.455564,3.6735275,2.7215176,2.2420015,2.1895626
658,2.3085463,2.0527382,1.261372,0.8087897,0.8398347,3.4553695,3.6733313,2.721324,2.241776,2.1893697
659,2.3102775,2.053937,1.2619343,0.8092573,0.84017867,3.4551759,3.6731336,2.7211304,2.2415504,2.1891763
660,2.3120089,2.055134,1.262497,0.80972624,0.8405216,3.4549809,3.6729364,2.7209365,2.2413247,2.1889842
661,2.3137403,2.0563307,1.2630591,0.8101951,0.8408644,3.4547868,3.6727393,2.7207415,2.241099,2.1887913
662,2.315472,2.0575275,1.2636213,0.8106639,0.8412074,3.4545922,3.6725419,2.720548,2.2408733,2.1885982
663,2.317203,2.058724,1.2641833,0.8111326,0.84155035,3.4543977,3.6723454,2.7203538,2.2406478,2.1884058
664,2.3189347,2.0599208,1.2647457,0.8116014,0.8418932,3.4542031,3.672148,2.7201595,2.2404222,2.1882126
665,2.3206656,2.0611174,1.2653077,0.8120703,0.8422362,3.4540086,3.6719508,2.7199652,2.2401962,2.1880202
666,2.3223975,2.062314,1.2658702,0.81253916,0.842579,3.4538136,3.6717532,2.7197707,2.2399707,2.1878273
667,2.324129,2.0635111,1.2664323,0.81300807,0.8429219,3.4536195,3.671556,2.7195768,2.2397454,2.1876347
668,2.325862,2.0647068,1.2670002,0.81347835,0.84326625,3.4534245,3.6713583,2.7193778,2.2395184,2.1874409
669,2.327595,2.0659032,1.2675695,0.8139495,0.8436107,3.45323,3.6711595,2.7191787,2.2392905,2.1872468
670,2.3293285,2.067099,1.2681389,0.81442076,0.8439554,3.4530358,3.6709616,2.7189794,2.2390628,2.187053
671,2.3310618,2.0682955,1.2687085,0.8148919,0.8443,3.4528418,3.6707635,2.71878,2.238835,2.1868596
672,2.3327954,2.0694916,1.2692778,0.81536305,0.84464455,3.4526477,3.6705647,2.7185802,2.2386074,2.1866658
673,2.3345284,2.0706878,1.2698479,0.8158342,0.8449894,3.4524531,3.670367,2.7183814,2.23838,2.1864715
674,2.3362613,2.071885,1.2704203,0.8163057,0.84533554,3.452259,3.67017,2.718185,2.238154,2.186278
675,2.3379931,2.073082,1.270993,0.81677735,0.84568137,3.452065,3.6699731,2.7179892,2.237928,2.186085
676,2.339772,2.0743103,1.27157,0.81725615,0.8460328,3.4518557,3.6697586,2.7177804,2.2376876,2.1858795
677,2.341583,2.0755606,1.2721508,0.8177399,0.8463878,3.4516354,3.6695325,2.7175653,2.2374365,2.1856654
678,2.3433938,2.0768104,1.2727313,0.81822354,0.8467428,3.451416,3.669306,2.7173495,2.2371855,2.1854515
